tool_name,tool_version,input_name,input_extension,input_edam_format
remurna,1.0.0,seq,fasta,format_1929
remurna,1.0.0,snp,txt,format_2330
rnasnp,1.2.0,seq,txt,format_2330
rnasnp,1.2.0,mode|snp,txt,format_2330
mlocarna,1.8.12.0,input_data,text,None
paralyzer,1.5,input_sam,sam,format_2573
paralyzer,1.5,refGenomeSource|ownFile,fasta,format_1929
circexplorer,1.1.9.0,input_selection|fusion,bam,format_2572
circexplorer,1.1.9.0,input_selection|junc,bam,format_2572
circexplorer,1.1.9.0,genome,fasta,format_1929
circexplorer,1.1.9.0,ref,txt,format_2330
rbc_rnacommender,0.1.1,infile,fasta,format_1929
rseqc_RPKM_count,2.4,input,bam,format_2572
rseqc_RPKM_count,2.4,refgene,bed,format_3003
tophat_fusion_post,0.1,accepted_hits,bam,format_2572
tophat_fusion_post,0.1,fusions,tabular,format_3475
blockbuster,0.1.2,input,bed,format_3003
rbc_kinwalker,1.0,input_sequence,fasta,format_1929
rbc_rnabob,2.2.1.0,descriptorFile,txt,format_2330
rbc_rnabob,2.2.1.0,sequenceFile,fasta,format_1929
get_read_pipeline,1.0,lib_file,fasta,format_1929
get_read_pipeline,1.0,map_file,bam,format_2572
predict_pipeline,1.0,rna_list,txt,format_2330
predict_pipeline,1.0,reference_file,fasta,format_1929
predict_pipeline,1.0,program|rs_reactivity|reactivity_file,data,format_1915
predict_pipeline,1.0,program|vp_reactivity|reactivity_file,data,format_1915
iterative_map_pipeline,1.0,file_format|seq_file,fastq,format_1930
iterative_map_pipeline,1.0,file_format|seq_file,fasta,format_1929
iterative_map_pipeline,1.0,reference_file,fasta,format_1929
react_cal_pipeline,1.0,dist_file1,txt,format_2330
react_cal_pipeline,1.0,dist_file2,txt,format_2330
react_cal_pipeline,1.0,seq_file,fasta,format_1929
cummerbund_to_cuffdiff,1.0.1,input_database,sqlite,format_3621
rbc_mirdeep2_mapper,2.0.0,reads,fastq,format_1930
rbc_mirdeep2_mapper,2.0.0,operation|refGenomeSource|ownFile,fasta,format_1929
rbc_mirdeep2_quantifier,2.0.0,reads,fasta,format_1929
rbc_mirdeep2_quantifier,2.0.0,precursors,fasta,format_1929
rbc_mirdeep2_quantifier,2.0.0,mature,fasta,format_1929
rbc_mirdeep2_quantifier,2.0.0,star_sequences,fasta,format_1929
rbc_mirdeep2,2.0.0,reads,fasta,format_1929
rbc_mirdeep2,2.0.0,genome,fasta,format_1929
rbc_mirdeep2,2.0.0,mappings,tabular,format_3475
rbc_mirdeep2,2.0.0,mature_this,fasta,format_1929
rbc_mirdeep2,2.0.0,mature_other,fasta,format_1929
rbc_mirdeep2,2.0.0,precursors,fasta,format_1929
rbc_mirdeep2,2.0.0,star_sequences,fasta,format_1929
rsem_prepare_reference,1.1.17,reference|reference_fasta_file,fasta,format_1929
rsem_prepare_reference,1.1.17,reference|gtf,gtf,format_2306
rsem_prepare_reference,1.1.17,transcript_to_gene_map,tabular,format_3475
rsem_prepare_reference,1.1.17,polya|no_polya_subset,tabular,format_3475
rsem_calculate_expression,1.1.17,reference|rsem_ref,rsem_ref,format_2331
rsem_calculate_expression,1.1.17,input|fastq|singlefastq,fastq,format_1930
rsem_calculate_expression,1.1.17,input|fastq|fastq1,fastq,format_1930
rsem_calculate_expression,1.1.17,input|fastq|fastq2,fastq,format_1930
rsem_calculate_expression,1.1.17,input|fasta|singlefasta,fasta,format_1929
rsem_calculate_expression,1.1.17,input|fasta|fasta1,fasta,format_1929
rsem_calculate_expression,1.1.17,input|fasta|fasta2,fasta,format_1929
rsem_calculate_expression,1.1.17,input|rsem_sam,rsem_sam,None
extract_transcript_to_gene_map_from_trinity,1.1.17,trinity_fasta_file,fasta,format_1929
blockbuster,0.1.1.2,input,bed,format_3003
filter_combined_via_tracking,0.1,transcripts_file,gtf,format_2306
filter_combined_via_tracking,0.1,tracking_file,tabular,format_3475
express,1.1.1,multiFasta,fasta,format_1929
express,1.1.1,bamOrSamFile,sam,format_2573
cuffmerge,0.0.5,first_input,gtf,format_2306
cuffmerge,0.0.5,input_files|additional_input,gtf,format_2306
cuffmerge,0.0.5,annotation|reference_annotation,gff3,format_1975
cuffmerge,0.0.5,seq_data|seq_source|ref_file,fasta,format_1929
cufflinks,0.0.6,input,sam,format_2573
cufflinks,0.0.6,reference_annotation|reference_annotation_file,gff3,format_1975
cufflinks,0.0.6,reference_annotation|reference_annotation_guide_file,gff3,format_1975
cufflinks,0.0.6,bias_correction|seq_source|ref_file,fasta,format_1929
cuffdiff,0.0.6,gtf_input,gtf,format_2306
cuffdiff,0.0.6,conditions|samples|sample,sam,format_2573
cuffdiff,0.0.6,bias_correction|seq_source|ref_file,fasta,format_1929
cuffcompare,0.0.5,first_input,gtf,format_2306
cuffcompare,0.0.5,input_files|additional_input,gtf,format_2306
cuffcompare,0.0.5,annotation|reference_annotation,gff3,format_1975
cuffcompare,0.0.5,seq_data|seq_source|ref_file,fasta,format_1929
trinity_run_de_analysis,2.8.5,matrix,tabular,format_3475
trinity_run_de_analysis,2.8.5,samples,tabular,format_3475
trinity_filter_low_expr_transcripts,2.8.5,assembly,fasta,format_1929
trinity_filter_low_expr_transcripts,2.8.5,matrix,tabular,format_3475
trinity_contig_exn50_statistic,2.8.5,matrix,tabular,format_3475
trinity_contig_exn50_statistic,2.8.5,transcripts,fasta,format_1929
trinity_abundance_estimates_to_matrix,2.8.5,samples,tabular,format_3475
trinity_abundance_estimates_to_matrix,2.8.5,gene_trans_map,tabular,format_3475
deseq2,2.11.40.6,select_data|rep_factorName|rep_factorLevel|countsFile,tabular,format_3475
deseq2,2.11.40.6,batch_factors,tabular,format_3475
deseq2,2.11.40.6,tximport|mapping_format|gtf_file,gtf,format_2306
deseq2,2.11.40.6,tximport|mapping_format|tabular_file,tabular,format_3475
trinity_align_and_estimate_abundance,2.8.5,transcripts,fasta,format_1929
trinity_align_and_estimate_abundance,2.8.5,inputs|left_input,fasta,format_1929
trinity_align_and_estimate_abundance,2.8.5,inputs|right_input,fasta,format_1929
trinity_align_and_estimate_abundance,2.8.5,inputs|input,fasta,format_1929
trinity_super_transcripts,2.8.5,assembly,fasta,format_1929
alevin,0.14.1.2+galaxy1,pairstraight|file1,fastq,format_1930
alevin,0.14.1.2+galaxy1,pairstraight|file2,fastq,format_1930
alevin,0.14.1.2+galaxy1,pairstraight|unmatedreads,fastq,format_1930
alevin,0.14.1.2+galaxy1,tgmap,tsv,format_3475
trinity,2.8.5,pool|inputs|input,fasta,format_1929
trinity,2.8.5,pool|inputs|left_input,fasta,format_1929
trinity,2.8.5,pool|inputs|right_input,fasta,format_1929
salmon,0.14.1.2,quant_type|afile,bam,format_2572
salmon,0.14.1.2,quant_type|transcript,fasta,format_1929
salmon,0.14.1.2,geneMap,tabular,format_3475
alleyoop,0.3.3,reference_source|ref_file,fasta,format_1929
alleyoop,0.3.3,Reference,bed,format_3003
alleyoop,0.3.3,reads,sam,format_2573
alleyoop,0.3.3,count_tsvs,tabular,format_3475
alleyoop,0.3.3,variants,vcf,format_3016
slamdunk,0.3.3+galaxy2,reference_source|ref_file,fasta,format_1929
slamdunk,0.3.3+galaxy2,Reference,bed,format_3003
slamdunk,0.3.3+galaxy2,reads,fastqsanger,format_1932
paralyzer,1.5,input_sam,sam,format_2573
paralyzer,1.5,refGenomeSource|ownFile,fasta,format_1929
salmonquantmerge,0.14.1.2,quantfiles|quants,tsv,format_3475
qualimap_counts,2.2.2c,input,tsv,format_3475
qualimap_counts,2.2.2c,analysis|gene_info|info,tsv,format_3475
peakcalling_macs,1.0.1,input_type|input_chipseq_file1,elandmulti,format_3475
peakcalling_macs,1.0.1,input_type|input_chipseq_file2,elandmulti,format_3475
peakcalling_macs,1.0.1,input_type|input_control_file1,elandmulti,format_3475
peakcalling_macs,1.0.1,input_type|input_control_file2,elandmulti,format_3475
peakcalling_macs,1.0.1,input_type|input_chipseq_file1,bed,format_3003
peakcalling_macs,1.0.1,input_type|input_control_file1,bed,format_3003
peakcalling_sicer,0.0.2,input_bed_file,bed,format_3003
peakcalling_sicer,0.0.2,input_control_file,bed,format_3003
peakcalling_ccat,0.0.1,input_tag_file,bed,format_3003
peakcalling_ccat,0.0.1,input_control_file,bed,format_3003
genrich,0.5+galaxy2,treatment|input_treatment_file,qname_sorted.bam,format_2572
genrich,0.5+galaxy2,control|c_multiple|input_control_file,qname_sorted.bam,format_2572
genrich,0.5+galaxy2,cond_exclude|erf,bed,format_3003
diffbind,2.10.0,rep_group|peaks,bed,format_3003
diffbind,2.10.0,rep_group|bamreads,bam,format_2572
diffbind,2.10.0,rep_group|bamcontrol,bam,format_2572
macs2_bdgcmp,2.1.1.20160309.0,infile_treatment,bedgraph,format_3583
macs2_bdgcmp,2.1.1.20160309.0,infile_control,bedgraph,format_3583
macs2_bdgbroadcall,2.1.1.20160309.0,infile,bedgraph,format_3583
macs2_refinepeak,2.1.1.20160309.1,infile,bam,format_2572
macs2_refinepeak,2.1.1.20160309.1,bed_infile,bed,format_3003
macs2_bdgdiff,2.1.1.20160309.1,t1,bedgraph,format_3583
macs2_bdgdiff,2.1.1.20160309.1,t2,bedgraph,format_3583
macs2_bdgdiff,2.1.1.20160309.1,c1,bedgraph,format_3583
macs2_bdgdiff,2.1.1.20160309.1,c2,bedgraph,format_3583
macs2_bdgpeakcall,2.1.1.20160309.0,infile,bedgraph,format_3583
macs2_predictd,2.1.1.20160309.1,infiles,bam,format_2572
macs2_randsample,2.1.1.20160309.1,infile,bam,format_2572
macs2_filterdup,2.1.1.20160309.1,infile,bam,format_2572
macs2_callpeak,2.1.1.20160309.6,treatment|input_treatment_file,bam,format_2572
macs2_callpeak,2.1.1.20160309.6,control|c_multiple|input_control_file,bam,format_2572
peakachu,0.1.0.2,experimentLibs,bam,format_2572
peakachu,0.1.0.2,controlLibs,bam,format_2572
zerone,1.0,chip,sam,format_2573
zerone,1.0,mock,sam,format_2573
pureclip,1.0.4,target_bam_file,bam,format_2572
pureclip,1.0.4,genome_fasta_file,fasta,format_1929
pureclip,1.0.4,control_bam_file,bam,format_2572
pureclip,1.0.4,motif_data|cl_motif_bed_file,bed,format_3003
jamm,1.0.7,input|replicate,bed,format_3003
jamm,1.0.7,control|controlreplicate,bed,format_3003
jamm,1.0.7,genomeSizeFile,data,format_1915
piranha,0.1.0,input,bed,format_3003
piranha,0.1.0,covariates|covariate_file,bed,format_3003
piranha,0.1.0,model,xml,format_2332
p_clip_peaks,1.0.0,input,tabular,format_3475
vcf_filter,1.0.0,input1,vcf,format_3016
bwameth,0.2.2,referenceSource|reference,fasta,format_1929
bwameth,0.2.2,single_or_paired|input_singles,fastqsanger,format_1932
bwameth,0.2.2,single_or_paired|input_mate1,fastqsanger,format_1932
bwameth,0.2.2,single_or_paired|input_mate2,fastqsanger,format_1932
moabs,1.3.4.6,reference_source|ref_file,fasta,format_1929
moabs,1.3.4.6,g1_fastq|fastq_input|fastq_input1,fastqsanger,format_1932
moabs,1.3.4.6,g1_fastq|fastq_input|fastq_input2,fastqsanger,format_1932
moabs,1.3.4.6,g2_fastq|fastq_input|fastq_input1,fastqsanger,format_1932
moabs,1.3.4.6,g2_fastq|fastq_input|fastq_input2,fastqsanger,format_1932
minfi_ppquantile,1.28.0,rgset,rdata,format_2333
minfi_rset,1.28.0,mset,rdata,format_2333
minfi_dropsnp,1.28.0,grset,rdata,format_2333
minfi_mset,1.28.0,RGChannelSet,rdata,format_2333
minfi_read450k,2.1.0,files_red,idat,format_2333
minfi_read450k,2.1.0,files_grn,idat,format_2333
minfi_ppfun,1.28.0,rgset,rdata,format_2333
minfi_dmp,1.28.0,grset,rdata,format_2333
minfi_dmp,1.28.0,phenotype_table,tabular,format_3475
minfi_dmp,1.28.0,ucsc_genome,gtf,format_2306
minfi_dmr,1.28.0,grset,rdata,format_2333
minfi_dmr,1.28.0,phenotype_table,tabular,format_3475
minfi_getcn,1.28.0,mset,rdata,format_2333
minfi_getbeta,1.28.0,mset,rdata,format_2333
minfi_getsnp,1.28.0,grset,rdata,format_2333
minfi_maptogenome,1.28.0,rset,rdata,format_2333
minfi_getM,1.28.0,mset,rdata,format_2333
minfi_qc,1.28.0,MethylSet,rdata,format_2333
pileometh,0.3.0.1,reference_source|ref_file,fasta,format_1929
pileometh,0.3.0.1,input_sortedAlignBAM,bam,format_2572
pileometh,0.3.0.1,advanced_options|regionBed,bed,format_3003
hicup_truncater,0.6.1.0,input_first_sequence,fastq,format_1930
hicup_truncater,0.6.1.0,input_second_sequence,fastq,format_1930
hicup_hicup,0.6.1.0,input_first_sequence,fastq,format_1930
hicup_hicup,0.6.1.0,input_second_sequence,fastq,format_1930
hicup_hicup,0.6.1.0,input_files_digest,fasta,format_1929
hicup_hicup,0.6.1.0,reference_genome|own_file,fasta,format_1929
hicup_filter,0.6.1.0,inputFiles,sam,format_2573
hicup_filter,0.6.1.0,digest,txt,format_2330
hicup_digester,0.6.1.0,input_files_digest,fasta,format_1929
hicup_deduplicator,0.6.1.0,input_file,qname_sorted.bam,format_2572
epicseg_segment,1.0,regions,bed,format_3003
epicseg_segment,1.0,datasets|marks|reads,bam,format_2572
epicseg_segment,1.0,annots|file,bed,format_3003
hicup_mapper,0.5.10.0,input_first_sequence,fastq,format_1930
hicup_mapper,0.5.10.0,input_second_sequence,fastq,format_1930
hicup_mapper,0.5.10.0,reference_genome|own_file,fasta,format_1929
hifive,0.1.0,command|bed,bed,format_3003
hifive,0.1.0,command|datafile|paired_bam|readend1,bam,format_2572
hifive,0.1.0,command|datafile|paired_bam|readend2,bam,format_2572
hifive,0.1.0,command|datafile|mat,tabular,format_3475
hifive,0.1.0,command|datafile|raw_files|raw,tabular,format_3475
hifive,0.1.0,command|fends,h5,format_3590
hifive,0.1.0,command|hic_data,h5,format_3590
hifive,0.1.0,command|hic_project,h5,format_3590
hifive,0.1.0,command|datafile|count_files|count,tabular,format_3475
hifive,0.1.0,command|fragments,h5,format_3590
hifive,0.1.0,command|fivec_data,h5,format_3590
hifive,0.1.0,command|fivec_project,h5,format_3590
metilene,0.2.6.1,opt_in1,bed,format_3003
metilene,0.2.6.1,opt_in2,bed,format_3003
metilene,0.2.6.1,B,bed,format_3003
rnbeads,0.91,inputDataSelector|sampleAnnotations,tabular,format_3475
rnbeads,0.91,inputDataSelector|betaTable,tabular,format_3475
rnbeads,0.91,inputDataSelector|pvalTable,tabular,format_3475
rnbeads,0.91,inputDataSelector|idatSelector|idatSeries|idatFile,idat,format_2333
rnbeads,0.91,inputDataSelector|gsReportFile,tabular,format_3475
rnbeads,0.91,inputDataSelector|bedSeries|bedFile,bed,format_3003
methtools_calling,0.1.1,infile,sam,format_2573
methtools_destrand,0.1.1,infile,bed,format_3003
methtools_dmr,0.1.1,infile_control,bed,format_3003
methtools_dmr,0.1.1,infile_affected,bed,format_3003
methtools_filter,0.1.1,infile_control,interval,format_3475
methtools_filter,0.1.1,infile_affected,interval,format_3475
methtools_plot,0.1.1,infile_control,bed,format_3003
methtools_plot,0.1.1,infile_affected,bed,format_3003
methtools_plot,0.1.1,regions|coordinatefile,bed,format_3003
methtools_tiling,0.1.1,infile,bed,format_3003
methtools_tiling,0.1.1,genome_len_opts|chrom_file,tabular,format_3475
smooth_running_window,0.1,infile,bed,format_3003
r_correlation_matrix,0.1,infile,tabular,format_3475
hyphy_fel,2.5.0+galaxy0,input_file,fasta,format_1929
hyphy_fel,2.5.0+galaxy0,input_nhx,nhx,format_1910
ete_gene_csv_finder,3.1.1,genetreeFile,nhx,format_1910
hyphy_slac,2.5.0+galaxy0,input_file,fasta,format_1929
hyphy_slac,2.5.0+galaxy0,input_nhx,nhx,format_1910
hyphy_meme,2.5.0+galaxy0,input_file,fasta,format_1929
hyphy_meme,2.5.0+galaxy0,input_nhx,nhx,format_1910
hyphy_sm19,2.5.0+galaxy0,input_file,nhx,format_1910
hyphy_fade,2.5.0+galaxy0,input_file,fasta,format_1929
hyphy_fade,2.5.0+galaxy0,input_nhx,nhx,format_1910
hyphy_relax,2.5.0+galaxy0,input_file,fasta,format_1929
hyphy_relax,2.5.0+galaxy0,input_nhx,nhx,format_1910
hyphy_fubar,2.5.0+galaxy0,input_file,fasta,format_1929
hyphy_fubar,2.5.0+galaxy0,input_nhx,nhx,format_1910
hyphy_absrel,2.5.0+galaxy0,input_file,fasta,format_1929
hyphy_absrel,2.5.0+galaxy0,input_nhx,nhx,format_1910
hyphy_gard,2.5.0+galaxy0,input_file,fasta,format_1929
hyphy_bgm,2.5.0+galaxy0,input_file,fasta,format_1929
hyphy_bgm,2.5.0+galaxy0,input_nhx,nhx,format_1910
hyphy_busted,2.5.0+galaxy0,input_file,fasta,format_1929
hyphy_busted,2.5.0+galaxy0,input_nhx,nhx,format_1910
hcluster_sg_parser,0.2.1,inputFile,tabular,format_3475
phyml,3.3.20190321,input,phylip,format_1997
phyml,3.3.20190321,userInputTree,nhx,format_1910
ete_lineage_generator,3.1.1,speciesFile,txt,format_2330
ete_lineage_generator,3.1.1,database,sqlite,format_3621
ete_species_tree_generator,3.1.1,speciesFile,txt,format_2330
ete_species_tree_generator,3.1.1,database,sqlite,format_3621
ete_genetree_splitter,3.1.1,genetreeFile,nhx,format_1910
ete_genetree_splitter,3.1.1,gainlose_conditional|speciesFile,nhx,format_1910
ete_homology_classifier,3.1.1,genetreeFile,nhx,format_1910
ete_init_taxdb,3.1.1,latestcond|taxdump,tar,format_2333
ete3_mod,3.1.1,input_trees,nhx,format_1910
treebest_best,1.9.2.post0,species_tree,nhx,format_1910
treebest_best,1.9.2.post0,aln,fasta,format_1929
treebest_best,1.9.2.post0,C,nhx,format_1910
species_tree_generator,3.0.0b35,speciesFile,txt,format_2330
gstf_preparation,0.4.1,queries|gff3_input,gff3,format_1975
gstf_preparation,0.4.1,json,json,format_3464
gstf_preparation,0.4.1,fasta_inputs,fasta,format_1929
gafa,0.3.0,treeFile,nhx,format_1910
gafa,0.3.0,alignmentFile,fasta,format_1929
gafa,0.3.0,genesFile,sqlite,format_3621
treebest_best_wrapper,1.9.2,species_tree,nhx,format_1910
treebest_best_wrapper,1.9.2,aln,fasta,format_1929
treebest_best_wrapper,1.9.2,C,nhx,format_1910
fasta_header_converter,0.1.1,fastaFile,fasta,format_1929
fasta_header_converter,0.1.1,genesFile,json,format_3464
t_coffee,11.0.8,input_type|fasta_input,fasta,format_1929
t_coffee,11.0.8,input_type|identifiers,txt,format_2330
t_coffee,11.0.8,input_type|input,fasta,format_1929
hcluster_sg,0.5.1.1,inputFile,tabular,format_3475
hcluster_sg,0.5.1.1,c_conditional|C,tabular,format_3475
blast_parser,0.1.2,input,tabular,format_3475
vcf2pgSnp,1.0.0,input1,vcf,format_3016
hgv_snpFreq,1.0.1,inTypeCond|input,tabular,format_3475
hgv_snpFreq,1.0.1,inTypeCond|input,snp,None
hgv_snpFreq,1.0.1,inTypeCond|group1,ind,None
hgv_snpFreq,1.0.1,inTypeCond|group2,ind,None
hgv_hilbertvis,1.0.0,input,interval,format_3475
dividePgSnp,1.0.0,input1,interval,format_3475
ctdBatch_1,1.0.0,input,tabular,format_3475
hgv_codingSnps,1.0.1,input1,interval,format_3475
hgv_codingSnps,1.0.1,input2,interval,format_3475
hgv_add_scores,1.0.0,input1,interval,format_3475
hgv_sift,1.0.0,input,tabular,format_3475
hgv_linkToGProfile,1.0.0,input,tabular,format_3475
hgv_david,1.0.1,input,tabular,format_3475
hgv_ldtools,1.0.0,input,tabular,format_3475
hgv_pass,1.0.0,input,gff,format_2305
hgv_gpass,1.0.0,input1,lped,format_2331
hgv_beam,1.0.0,input,lped,format_2331
hgv_lps,1.0.0,input_file,tabular,format_3475
master2pgSnp,1.0.0,input1,tabular,format_3475
alevin,0.14.1,pairstraight|file1,fastq,format_1930
alevin,0.14.1,pairstraight|file2,fastq,format_1930
alevin,0.14.1,pairstraight|unmatedreads,fastq,format_1930
alevin,0.14.1,tgmap,tsv,format_3475
raceid_inspectclusters,3.1,inputrds,rdata,format_2333
anndata_manipulate,0.6.22.post1+galaxy0,input,h5ad,format_3590
anndata_manipulate,0.6.22.post1+galaxy0,manipulate|other_adatas,h5ad,format_3590
anndata_manipulate,0.6.22.post1+galaxy0,manipulate|new_annot,tabular,format_3475
anndata_manipulate,0.6.22.post1+galaxy0,manipulate|filter|index|file,txt,format_2330
scanpy_remove_confounders,1.4.4,adata,h5ad,format_3590
scanpy_remove_confounders,1.4.4,method|extra_adata,h5ad,format_3590
scanpy_plot,1.4.4+galaxy0,adata,h5ad,format_3590
scanpy_plot,1.4.4+galaxy0,method|pos,tabular,format_3475
scanpy_plot,1.4.4+galaxy0,method|init_pos,tabular,format_3475
scanpy_normalize,1.4.4+galaxy0,adata,h5ad,format_3590
scanpy_inspect,1.4.4+galaxy0,adata,h5ad,format_3590
scanpy_inspect,1.4.4+galaxy0,method|s_genes|file,txt,format_2330
scanpy_inspect,1.4.4+galaxy0,method|g2m_genes|file,txt,format_2330
scanpy_filter,1.4.4+galaxy0,adata,h5ad,format_3590
scanpy_cluster_reduce_dimension,1.4.4+galaxy0,adata,h5ad,format_3590
scanpy_cluster_reduce_dimension,1.4.4+galaxy0,method|adjacency,mtx,format_3475
dropletutils,1.2.1+4,tenx_format|input,mtx,format_3475
dropletutils,1.2.1+4,tenx_format|input_genes,tabular,format_3475
dropletutils,1.2.1+4,tenx_format|input_barcodes,tabular,format_3475
dropletutils,1.2.1+4,tenx_format|input,h5ad,format_3590
dropletutils,1.2.1+4,tenx_format|input,tabular,format_3475
anndata_inspect,0.6.22.post1+galaxy0,input,h5ad,format_3590
anndata_export,0.6.22.post1+galaxy0,input,h5ad,format_3590
anndata_import,0.6.22.post1+galaxy0,in|input,loom,format_3590
anndata_import,0.6.22.post1+galaxy0,in|input,tabular,format_3475
anndata_import,0.6.22.post1+galaxy0,in|matrix,mtx,format_3475
anndata_import,0.6.22.post1+galaxy0,in|tenx|genes,tabular,format_3475
anndata_import,0.6.22.post1+galaxy0,in|tenx|barcodes,tabular,format_3475
anndata_import,0.6.22.post1+galaxy0,in|tenx|features,tabular,format_3475
anndata_import,0.6.22.post1+galaxy0,in|input,tabular,format_3475
scater_plot_tsne,1.12.2,input_loom,loom,format_3590
scater_plot_pca,1.12.2,input_loom,loom,format_3590
scater_plot_exprs_freq,1.12.2,input_loom,loom,format_3590
scater_plot_dist_scatter,1.12.2,input_loom,loom,format_3590
scater_normalize,1.12.2,input_loom,loom,format_3590
scater_filter,1.12.2,input_loom,loom,format_3590
scater_create_qcmetric_ready_sce,1.12.2,counts,tabular,format_3475
scater_create_qcmetric_ready_sce,1.12.2,col_data,tabular,format_3475
scater_create_qcmetric_ready_sce,1.12.2,mt_controls,txt,format_2330
scater_create_qcmetric_ready_sce,1.12.2,ercc_controls,txt,format_2330
